"","month","value","year","Departamento","Municipio","variable","sector"
"6145","Junio",13,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7145","Julio",13,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8145","Agosto",15,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9145","Septiembre",16,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10145","Octubre",16,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11150","Noviembre",3,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12145","Diciembre",3,2016,"08 - Atlántico","08758 - Soledad","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1341","Enero",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2146","Febrero",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3146","Marzo",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4146","Abril",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5146","Mayo",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6146","Junio",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7146","Julio",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8146","Agosto",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9146","Septiembre",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10146","Octubre",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11151","Noviembre",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12146","Diciembre",NA,2016,"08 - Atlántico","08770 - Suan","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1342","Enero",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2147","Febrero",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3147","Marzo",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4147","Abril",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5147","Mayo",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6147","Junio",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7147","Julio",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8147","Agosto",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9147","Septiembre",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10147","Octubre",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11152","Noviembre",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12147","Diciembre",NA,2016,"08 - Atlántico","08832 - Tubará","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1343","Enero",NA,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2148","Febrero",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3148","Marzo",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4148","Abril",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5148","Mayo",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6148","Junio",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7148","Julio",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8148","Agosto",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9148","Septiembre",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10148","Octubre",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11153","Noviembre",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12148","Diciembre",1,2016,"08 - Atlántico","08849 - Usiacurí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1344","Enero",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2149","Febrero",4,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3149","Marzo",4,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4149","Abril",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5149","Mayo",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6149","Junio",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7149","Julio",8,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8149","Agosto",8,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9149","Septiembre",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10149","Octubre",3,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11154","Noviembre",5,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12149","Diciembre",6,2016,"08 - Atlántico","08999 - Sin Informacion - Atlantico","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1345","Enero",15387,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2150","Febrero",14961,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3150","Marzo",14261,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4150","Abril",13703,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5150","Mayo",13445,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6150","Junio",13249,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7150","Julio",13158,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8150","Agosto",13251,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9150","Septiembre",13211,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10150","Octubre",13335,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11155","Noviembre",13427,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12150","Diciembre",13758,2016,"11 - Bogotá, D.C.","11001 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1346","Enero",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2151","Febrero",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3151","Marzo",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4151","Abril",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5151","Mayo",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6151","Junio",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7151","Julio",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8151","Agosto",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9151","Septiembre",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10151","Octubre",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11156","Noviembre",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12151","Diciembre",NA,2016,"11 - Bogotá, D.C.","11999 - Bogotá, D.C.","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1347","Enero",1133,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2152","Febrero",1166,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3152","Marzo",1203,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4152","Abril",1340,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5152","Mayo",1387,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6152","Junio",1474,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7152","Julio",1402,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8152","Agosto",1473,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9152","Septiembre",1474,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10152","Octubre",1452,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11157","Noviembre",1472,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12152","Diciembre",1449,2016,"13 - Bolívar","13001 - Cartagena","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1348","Enero",3,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2153","Febrero",7,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3153","Marzo",7,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4153","Abril",6,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5153","Mayo",7,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6153","Junio",5,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7153","Julio",4,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8153","Agosto",36,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9153","Septiembre",39,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10153","Octubre",39,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11158","Noviembre",3,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12153","Diciembre",2,2016,"13 - Bolívar","13006 - Achí","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1349","Enero",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2154","Febrero",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3154","Marzo",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4154","Abril",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5154","Mayo",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6154","Junio",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7154","Julio",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8154","Agosto",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9154","Septiembre",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10154","Octubre",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11159","Noviembre",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12154","Diciembre",NA,2016,"13 - Bolívar","13030 - Altos Del Rosario","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1350","Enero",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2155","Febrero",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3155","Marzo",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4155","Abril",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5155","Mayo",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6155","Junio",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7155","Julio",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8155","Agosto",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9155","Septiembre",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10155","Octubre",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11160","Noviembre",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12155","Diciembre",NA,2016,"13 - Bolívar","13042 - Arenal","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1351","Enero",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2156","Febrero",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3156","Marzo",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4156","Abril",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5156","Mayo",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6156","Junio",3,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7156","Julio",3,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8156","Agosto",5,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9156","Septiembre",4,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10156","Octubre",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11161","Noviembre",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12156","Diciembre",1,2016,"13 - Bolívar","13052 - Arjona","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1352","Enero",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2157","Febrero",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3157","Marzo",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4157","Abril",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5157","Mayo",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6157","Junio",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7157","Julio",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8157","Agosto",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9157","Septiembre",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10157","Octubre",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11162","Noviembre",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12157","Diciembre",NA,2016,"13 - Bolívar","13062 - Arroyohondo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1353","Enero",11,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2158","Febrero",11,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3158","Marzo",12,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4158","Abril",14,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5158","Mayo",19,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6158","Junio",19,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7158","Julio",19,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8158","Agosto",24,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9158","Septiembre",24,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10158","Octubre",24,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11163","Noviembre",6,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12158","Diciembre",5,2016,"13 - Bolívar","13074 - Barranco De Loba","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1354","Enero",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2159","Febrero",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3159","Marzo",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4159","Abril",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5159","Mayo",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"6159","Junio",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"7159","Julio",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"8159","Agosto",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"9159","Septiembre",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"10159","Octubre",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"11164","Noviembre",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"12159","Diciembre",NA,2016,"13 - Bolívar","13140 - Calamar","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"1355","Enero",NA,2016,"13 - Bolívar","13160 - Cantagallo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"2160","Febrero",NA,2016,"13 - Bolívar","13160 - Cantagallo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"3160","Marzo",NA,2016,"13 - Bolívar","13160 - Cantagallo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"4160","Abril",NA,2016,"13 - Bolívar","13160 - Cantagallo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
"5160","Mayo",NA,2016,"13 - Bolívar","13160 - Cantagallo","NumerodeCotizantes","B - EXPLOTACIÓN DE MINAS Y CANTERAS"
