"","Measures","Edad","Sexo","Hierarchy","value"
"1593","Numero Total Empleados","24","FEMENINO","2019/04/24",67
"1594","Numero Total Empleados","29","FEMENINO","2019/04/24",222
"1595","Numero Total Empleados","33","FEMENINO","2019/04/24",67
"1596","Numero Total Empleados","34","FEMENINO","2019/04/24",222
"1597","Numero Total Empleados","35","FEMENINO","2019/04/24",222
"1598","Numero Total Empleados","39","FEMENINO","2019/04/24",222
"1599","Numero Total Empleados","48","FEMENINO","2019/04/24",1
"1600","Numero Total Empleados","50","FEMENINO","2019/04/24",16
"1601","Numero Total Empleados","56","FEMENINO","2019/04/24",1
"1602","Numero Total Empleados","61","FEMENINO","2019/04/24",16
"1603","Numero Total Empleados","22","MASCULINO","2019/04/24",222
"1604","Numero Total Empleados","23","MASCULINO","2019/04/24",222
"1605","Numero Total Empleados","24","MASCULINO","2019/04/24",16
"1606","Numero Total Empleados","25","MASCULINO","2019/04/24",222
"1607","Numero Total Empleados","26","MASCULINO","2019/04/24",222
"1608","Numero Total Empleados","27","MASCULINO","2019/04/24",305
"1609","Numero Total Empleados","28","MASCULINO","2019/04/24",222
"1610","Numero Total Empleados","29","MASCULINO","2019/04/24",222
"1611","Numero Total Empleados","31","MASCULINO","2019/04/24",67
"1612","Numero Total Empleados","32","MASCULINO","2019/04/24",222
"1613","Numero Total Empleados","33","MASCULINO","2019/04/24",222
"1614","Numero Total Empleados","34","MASCULINO","2019/04/24",238
"1615","Numero Total Empleados","35","MASCULINO","2019/04/24",238
"1616","Numero Total Empleados","36","MASCULINO","2019/04/24",222
"1617","Numero Total Empleados","37","MASCULINO","2019/04/24",238
"1618","Numero Total Empleados","38","MASCULINO","2019/04/24",222
"1619","Numero Total Empleados","39","MASCULINO","2019/04/24",222
"1620","Numero Total Empleados","40","MASCULINO","2019/04/24",222
"1621","Numero Total Empleados","41","MASCULINO","2019/04/24",222
"1622","Numero Total Empleados","42","MASCULINO","2019/04/24",238
"1623","Numero Total Empleados","43","MASCULINO","2019/04/24",16
"1624","Numero Total Empleados","44","MASCULINO","2019/04/24",238
"1625","Numero Total Empleados","45","MASCULINO","2019/04/24",222
"1626","Numero Total Empleados","46","MASCULINO","2019/04/24",222
"1627","Numero Total Empleados","47","MASCULINO","2019/04/24",16
"1628","Numero Total Empleados","49","MASCULINO","2019/04/24",16
"1629","Numero Total Empleados","51","MASCULINO","2019/04/24",238
"1630","Numero Total Empleados","58","MASCULINO","2019/04/24",16
"1631","Numero Total Empleados","61","MASCULINO","2019/04/24",222
"1632","Numero Total Empleados","31","MASCULINO","2019/04/29",11
"1633","Numero Total Empleados","43","MASCULINO","2019/05/02",1
"1634","Numero Total Empleados","30","FEMENINO","2019/05/03",82
"1635","Numero Total Empleados","32","FEMENINO","2019/05/03",12
"1636","Numero Total Empleados","38","FEMENINO","2019/05/03",5
"1637","Numero Total Empleados","43","FEMENINO","2019/05/03",82
"1638","Numero Total Empleados","44","FEMENINO","2019/05/03",82
"1639","Numero Total Empleados","46","FEMENINO","2019/05/03",12
"1640","Numero Total Empleados","47","FEMENINO","2019/05/03",12
"1641","Numero Total Empleados","48","FEMENINO","2019/05/03",1
"1642","Numero Total Empleados","56","FEMENINO","2019/05/03",1
"1643","Numero Total Empleados","59","FEMENINO","2019/05/03",12
"1644","Numero Total Empleados","61","FEMENINO","2019/05/03",12
"1645","Numero Total Empleados","76","FEMENINO","2019/05/03",12
"1646","Numero Total Empleados","27","MASCULINO","2019/05/03",82
"1647","Numero Total Empleados","29","MASCULINO","2019/05/03",12
"1648","Numero Total Empleados","35","MASCULINO","2019/05/03",82
"1649","Numero Total Empleados","37","MASCULINO","2019/05/03",5
"1650","Numero Total Empleados","40","MASCULINO","2019/05/03",5
"1651","Numero Total Empleados","41","MASCULINO","2019/05/03",82
"1652","Numero Total Empleados","46","MASCULINO","2019/05/03",82
"1653","Numero Total Empleados","51","MASCULINO","2019/05/03",82
"1654","Numero Total Empleados","55","MASCULINO","2019/05/03",2
"1655","Numero Total Empleados","57","MASCULINO","2019/05/03",12
"1656","Numero Total Empleados","66","MASCULINO","2019/05/03",2
"1657","Numero Total Empleados","72","MASCULINO","2019/05/03",12
"1658","Numero Total Empleados","83","MASCULINO","2019/05/03",12
"1659","Numero Total Empleados","84","MASCULINO","2019/05/03",12
"1660","Numero Total Empleados","86","MASCULINO","2019/05/03",12
"1661","Numero Total Empleados","22","FEMENINO","2019/05/06",161
"1662","Numero Total Empleados","23","FEMENINO","2019/05/06",176
"1663","Numero Total Empleados","26","FEMENINO","2019/05/06",44
"1664","Numero Total Empleados","27","FEMENINO","2019/05/06",161
"1665","Numero Total Empleados","29","FEMENINO","2019/05/06",161
"1666","Numero Total Empleados","30","FEMENINO","2019/05/06",161
"1667","Numero Total Empleados","32","FEMENINO","2019/05/06",618
"1668","Numero Total Empleados","33","FEMENINO","2019/05/06",161
"1669","Numero Total Empleados","34","FEMENINO","2019/05/06",161
"1670","Numero Total Empleados","35","FEMENINO","2019/05/06",161
"1671","Numero Total Empleados","41","FEMENINO","2019/05/06",44
"1672","Numero Total Empleados","43","FEMENINO","2019/05/06",205
"1673","Numero Total Empleados","47","FEMENINO","2019/05/06",161
"1674","Numero Total Empleados","48","FEMENINO","2019/05/06",59
"1675","Numero Total Empleados","49","FEMENINO","2019/05/06",161
"1676","Numero Total Empleados","50","FEMENINO","2019/05/06",15
"1677","Numero Total Empleados","52","FEMENINO","2019/05/06",44
"1678","Numero Total Empleados","53","FEMENINO","2019/05/06",15
"1679","Numero Total Empleados","59","FEMENINO","2019/05/06",44
"1680","Numero Total Empleados","22","MASCULINO","2019/05/06",161
"1681","Numero Total Empleados","23","MASCULINO","2019/05/06",161
"1682","Numero Total Empleados","24","MASCULINO","2019/05/06",205
"1683","Numero Total Empleados","25","MASCULINO","2019/05/06",205
"1684","Numero Total Empleados","26","MASCULINO","2019/05/06",161
"1685","Numero Total Empleados","27","MASCULINO","2019/05/06",205
"1686","Numero Total Empleados","28","MASCULINO","2019/05/06",161
"1687","Numero Total Empleados","29","MASCULINO","2019/05/06",205
"1688","Numero Total Empleados","30","MASCULINO","2019/05/06",176
"1689","Numero Total Empleados","31","MASCULINO","2019/05/06",205
"1690","Numero Total Empleados","32","MASCULINO","2019/05/06",220
"1691","Numero Total Empleados","33","MASCULINO","2019/05/06",161
"1692","Numero Total Empleados","34","MASCULINO","2019/05/06",161
"1693","Numero Total Empleados","35","MASCULINO","2019/05/06",205
"1694","Numero Total Empleados","36","MASCULINO","2019/05/06",205
"1695","Numero Total Empleados","37","MASCULINO","2019/05/06",161
"1696","Numero Total Empleados","38","MASCULINO","2019/05/06",161
"1697","Numero Total Empleados","39","MASCULINO","2019/05/06",182
"1698","Numero Total Empleados","40","MASCULINO","2019/05/06",161
"1699","Numero Total Empleados","41","MASCULINO","2019/05/06",179
"1700","Numero Total Empleados","42","MASCULINO","2019/05/06",220
"1701","Numero Total Empleados","43","MASCULINO","2019/05/06",161
"1702","Numero Total Empleados","44","MASCULINO","2019/05/06",214
"1703","Numero Total Empleados","45","MASCULINO","2019/05/06",205
"1704","Numero Total Empleados","46","MASCULINO","2019/05/06",220
"1705","Numero Total Empleados","47","MASCULINO","2019/05/06",220
"1706","Numero Total Empleados","48","MASCULINO","2019/05/06",161
"1707","Numero Total Empleados","49","MASCULINO","2019/05/06",164
"1708","Numero Total Empleados","50","MASCULINO","2019/05/06",176
"1709","Numero Total Empleados","51","MASCULINO","2019/05/06",220
"1710","Numero Total Empleados","52","MASCULINO","2019/05/06",161
"1711","Numero Total Empleados","53","MASCULINO","2019/05/06",205
"1712","Numero Total Empleados","54","MASCULINO","2019/05/06",161
"1713","Numero Total Empleados","56","MASCULINO","2019/05/06",205
"1714","Numero Total Empleados","57","MASCULINO","2019/05/06",161
"1715","Numero Total Empleados","59","MASCULINO","2019/05/06",161
"1716","Numero Total Empleados","60","MASCULINO","2019/05/06",44
"1717","Numero Total Empleados","61","MASCULINO","2019/05/06",164
"1718","Numero Total Empleados","64","MASCULINO","2019/05/06",161
"1719","Numero Total Empleados","66","MASCULINO","2019/05/06",185
"1720","Numero Total Empleados","68","MASCULINO","2019/05/06",161
"1721","Numero Total Empleados","69","MASCULINO","2019/05/06",161
"1722","Numero Total Empleados","70","MASCULINO","2019/05/06",161
"1723","Numero Total Empleados","54","FEMENINO","2019/05/07",9
"1724","Numero Total Empleados","30","MASCULINO","2019/05/07",9
"1725","Numero Total Empleados","33","MASCULINO","2019/05/07",9
"1726","Numero Total Empleados","34","MASCULINO","2019/05/07",9
"1727","Numero Total Empleados","35","MASCULINO","2019/05/07",9
"1728","Numero Total Empleados","39","MASCULINO","2019/05/07",9
"1729","Numero Total Empleados","40","MASCULINO","2019/05/07",9
"1730","Numero Total Empleados","46","MASCULINO","2019/05/07",9
"1731","Numero Total Empleados","53","MASCULINO","2019/05/07",9
"1732","Numero Total Empleados","89","MASCULINO","2019/05/07",1
"1733","Numero Total Empleados","24","FEMENINO","2019/05/08",253
"1734","Numero Total Empleados","26","FEMENINO","2019/05/08",253
"1735","Numero Total Empleados","28","FEMENINO","2019/05/08",253
"1736","Numero Total Empleados","30","FEMENINO","2019/05/08",253
"1737","Numero Total Empleados","31","FEMENINO","2019/05/08",253
"1738","Numero Total Empleados","32","FEMENINO","2019/05/08",253
"1739","Numero Total Empleados","35","FEMENINO","2019/05/08",253
"1740","Numero Total Empleados","36","FEMENINO","2019/05/08",255
"1741","Numero Total Empleados","37","FEMENINO","2019/05/08",253
"1742","Numero Total Empleados","39","FEMENINO","2019/05/08",253
"1743","Numero Total Empleados","40","FEMENINO","2019/05/08",253
"1744","Numero Total Empleados","43","FEMENINO","2019/05/08",253
"1745","Numero Total Empleados","44","FEMENINO","2019/05/08",253
"1746","Numero Total Empleados","49","FEMENINO","2019/05/08",253
"1747","Numero Total Empleados","50","FEMENINO","2019/05/08",253
"1748","Numero Total Empleados","54","FEMENINO","2019/05/08",253
"1749","Numero Total Empleados","55","FEMENINO","2019/05/08",253
"1750","Numero Total Empleados","58","FEMENINO","2019/05/08",3
"1751","Numero Total Empleados","59","FEMENINO","2019/05/08",253
"1752","Numero Total Empleados","61","FEMENINO","2019/05/08",253
"1753","Numero Total Empleados","66","FEMENINO","2019/05/08",253
"1754","Numero Total Empleados","68","FEMENINO","2019/05/08",253
"1755","Numero Total Empleados","69","FEMENINO","2019/05/08",253
"1756","Numero Total Empleados","23","MASCULINO","2019/05/08",253
"1757","Numero Total Empleados","24","MASCULINO","2019/05/08",253
"1758","Numero Total Empleados","25","MASCULINO","2019/05/08",275
"1759","Numero Total Empleados","26","MASCULINO","2019/05/08",253
"1760","Numero Total Empleados","27","MASCULINO","2019/05/08",275
"1761","Numero Total Empleados","28","MASCULINO","2019/05/08",313
"1762","Numero Total Empleados","29","MASCULINO","2019/05/08",253
"1763","Numero Total Empleados","30","MASCULINO","2019/05/08",275
"1764","Numero Total Empleados","31","MASCULINO","2019/05/08",275
"1765","Numero Total Empleados","32","MASCULINO","2019/05/08",275
"1766","Numero Total Empleados","33","MASCULINO","2019/05/08",313
"1767","Numero Total Empleados","34","MASCULINO","2019/05/08",253
"1768","Numero Total Empleados","35","MASCULINO","2019/05/08",275
"1769","Numero Total Empleados","36","MASCULINO","2019/05/08",275
"1770","Numero Total Empleados","37","MASCULINO","2019/05/08",253
"1771","Numero Total Empleados","38","MASCULINO","2019/05/08",275
"1772","Numero Total Empleados","39","MASCULINO","2019/05/08",253
"1773","Numero Total Empleados","40","MASCULINO","2019/05/08",275
"1774","Numero Total Empleados","41","MASCULINO","2019/05/08",275
"1775","Numero Total Empleados","42","MASCULINO","2019/05/08",275
"1776","Numero Total Empleados","43","MASCULINO","2019/05/08",313
"1777","Numero Total Empleados","44","MASCULINO","2019/05/08",253
"1778","Numero Total Empleados","45","MASCULINO","2019/05/08",275
"1779","Numero Total Empleados","46","MASCULINO","2019/05/08",291
"1780","Numero Total Empleados","47","MASCULINO","2019/05/08",275
"1781","Numero Total Empleados","48","MASCULINO","2019/05/08",253
"1782","Numero Total Empleados","49","MASCULINO","2019/05/08",253
"1783","Numero Total Empleados","50","MASCULINO","2019/05/08",255
"1784","Numero Total Empleados","51","MASCULINO","2019/05/08",253
"1785","Numero Total Empleados","52","MASCULINO","2019/05/08",253
"1786","Numero Total Empleados","53","MASCULINO","2019/05/08",253
"1787","Numero Total Empleados","54","MASCULINO","2019/05/08",253
"1788","Numero Total Empleados","55","MASCULINO","2019/05/08",253
"1789","Numero Total Empleados","56","MASCULINO","2019/05/08",253
"1790","Numero Total Empleados","57","MASCULINO","2019/05/08",256
"1791","Numero Total Empleados","58","MASCULINO","2019/05/08",253
"1792","Numero Total Empleados","59","MASCULINO","2019/05/08",253
"1793","Numero Total Empleados","60","MASCULINO","2019/05/08",253
"1794","Numero Total Empleados","61","MASCULINO","2019/05/08",275
"1795","Numero Total Empleados","62","MASCULINO","2019/05/08",253
"1796","Numero Total Empleados","63","MASCULINO","2019/05/08",253
"1797","Numero Total Empleados","64","MASCULINO","2019/05/08",253
"1798","Numero Total Empleados","65","MASCULINO","2019/05/08",256
"1799","Numero Total Empleados","66","MASCULINO","2019/05/08",253
"1800","Numero Total Empleados","95","MASCULINO","2019/05/08",253
"1801","Numero Total Empleados","22","FEMENINO","2019/05/09",8
"1802","Numero Total Empleados","25","FEMENINO","2019/05/09",8
"1803","Numero Total Empleados","27","FEMENINO","2019/05/09",8
"1804","Numero Total Empleados","32","FEMENINO","2019/05/09",8
"1805","Numero Total Empleados","25","MASCULINO","2019/05/09",8
"1806","Numero Total Empleados","26","MASCULINO","2019/05/09",7
"1807","Numero Total Empleados","28","MASCULINO","2019/05/09",1
"1808","Numero Total Empleados","39","MASCULINO","2019/05/09",19
"1809","Numero Total Empleados","41","MASCULINO","2019/05/09",19
"1810","Numero Total Empleados","42","MASCULINO","2019/05/09",7
"1811","Numero Total Empleados","44","MASCULINO","2019/05/09",8
"1812","Numero Total Empleados","64","MASCULINO","2019/05/09",7
"1813","Numero Total Empleados","23","FEMENINO","2019/05/10",1
"1814","Numero Total Empleados","28","FEMENINO","2019/05/10",22
"1815","Numero Total Empleados","42","FEMENINO","2019/05/10",14
"1816","Numero Total Empleados","53","FEMENINO","2019/05/10",38
"1817","Numero Total Empleados","23","MASCULINO","2019/05/10",14
"1818","Numero Total Empleados","24","MASCULINO","2019/05/10",14
"1819","Numero Total Empleados","26","MASCULINO","2019/05/10",36
"1820","Numero Total Empleados","28","MASCULINO","2019/05/10",22
"1821","Numero Total Empleados","32","MASCULINO","2019/05/10",22
"1822","Numero Total Empleados","33","MASCULINO","2019/05/10",14
"1823","Numero Total Empleados","35","MASCULINO","2019/05/10",36
"1824","Numero Total Empleados","36","MASCULINO","2019/05/10",22
"1825","Numero Total Empleados","37","MASCULINO","2019/05/10",22
"1826","Numero Total Empleados","38","MASCULINO","2019/05/10",22
"1827","Numero Total Empleados","40","MASCULINO","2019/05/10",14
"1828","Numero Total Empleados","41","MASCULINO","2019/05/10",14
"1829","Numero Total Empleados","43","MASCULINO","2019/05/10",36
"1830","Numero Total Empleados","44","MASCULINO","2019/05/10",14
"1831","Numero Total Empleados","45","MASCULINO","2019/05/10",22
"1832","Numero Total Empleados","46","MASCULINO","2019/05/10",14
"1833","Numero Total Empleados","47","MASCULINO","2019/05/10",22
"1834","Numero Total Empleados","49","MASCULINO","2019/05/10",22
"1835","Numero Total Empleados","50","MASCULINO","2019/05/10",14
"1836","Numero Total Empleados","51","MASCULINO","2019/05/10",14
"1837","Numero Total Empleados","52","MASCULINO","2019/05/10",22
"1838","Numero Total Empleados","55","MASCULINO","2019/05/10",22
"1839","Numero Total Empleados","56","MASCULINO","2019/05/10",22
"1840","Numero Total Empleados","57","MASCULINO","2019/05/10",22
"1841","Numero Total Empleados","59","MASCULINO","2019/05/10",22
"1842","Numero Total Empleados","68","MASCULINO","2019/05/10",14
"1843","Numero Total Empleados","24","FEMENINO","2019/05/13",51
"1844","Numero Total Empleados","55","FEMENINO","2019/05/13",4
"1845","Numero Total Empleados","62","FEMENINO","2019/05/13",5
"1846","Numero Total Empleados","29","MASCULINO","2019/05/13",5
"1847","Numero Total Empleados","54","MASCULINO","2019/05/13",4
